epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,20533.6,0.34799,0.25283,0.85172,0.63782,0.49203,0.53186,0.36005,0.8756,0.58709,1.08317,0.003994,0.003994,0.003994
184,20645.4,0.34806,0.25441,0.85299,0.66865,0.48674,0.53253,0.36084,0.87538,0.58743,1.0838,0.003961,0.003961,0.003961
185,20758,0.34959,0.25665,0.85388,0.66593,0.48882,0.5346,0.36322,0.8758,0.58709,1.08213,0.003928,0.003928,0.003928
186,20869.5,0.35421,0.25915,0.85619,0.6831,0.48461,0.53292,0.36062,0.87484,0.58693,1.08171,0.003895,0.003895,0.003895
187,20981.9,0.35749,0.25873,0.85626,0.6645,0.48718,0.53281,0.36017,0.87533,0.58676,1.08274,0.003862,0.003862,0.003862
188,21093.6,0.35232,0.25554,0.85237,0.68993,0.48243,0.53386,0.36083,0.87625,0.58759,1.08323,0.003829,0.003829,0.003829
189,21206,0.34121,0.24973,0.84981,0.68091,0.48766,0.53611,0.36064,0.87593,0.58638,1.08339,0.003796,0.003796,0.003796
190,21317.7,0.35005,0.26834,0.85359,0.66122,0.49455,0.53847,0.36092,0.87536,0.58643,1.08268,0.003763,0.003763,0.003763
191,21430.3,0.36098,0.25862,0.86317,0.67256,0.49047,0.53665,0.36185,0.87258,0.58756,1.08069,0.00373,0.00373,0.00373
192,21541.9,0.3419,0.24888,0.84953,0.65586,0.49522,0.53665,0.3617,0.87093,0.58785,1.07961,0.003697,0.003697,0.003697
193,21654.6,0.3454,0.25231,0.85007,0.65959,0.49797,0.53672,0.36355,0.87001,0.58784,1.0789,0.003664,0.003664,0.003664
194,21766.4,0.34523,0.25097,0.84984,0.65035,0.50696,0.54005,0.36422,0.86974,0.58547,1.07868,0.003631,0.003631,0.003631
195,21879.1,0.34585,0.25232,0.85022,0.64139,0.51583,0.5411,0.36459,0.86939,0.58359,1.07868,0.003598,0.003598,0.003598
196,21990.9,0.34676,0.25504,0.84807,0.64247,0.51488,0.54121,0.36379,0.87037,0.5858,1.07935,0.003565,0.003565,0.003565
197,22103.5,0.34242,0.25036,0.85066,0.65096,0.50441,0.54054,0.36482,0.86906,0.58545,1.07843,0.003532,0.003532,0.003532
198,22215,0.34465,0.25002,0.85199,0.68689,0.49722,0.54089,0.36412,0.86743,0.58566,1.07802,0.003499,0.003499,0.003499
199,22327.4,0.34001,0.24801,0.85024,0.68756,0.49692,0.54072,0.36399,0.8675,0.58534,1.07824,0.003466,0.003466,0.003466
200,22438.9,0.34373,0.24973,0.85278,0.69199,0.49939,0.54362,0.36523,0.8688,0.58555,1.07979,0.003433,0.003433,0.003433
201,22551.7,0.34132,0.24999,0.85094,0.68056,0.50017,0.54507,0.36647,0.8701,0.58451,1.08118,0.0034,0.0034,0.0034
202,22663.4,0.33336,0.24362,0.84822,0.654,0.51266,0.54517,0.36667,0.86994,0.58389,1.08121,0.003367,0.003367,0.003367
203,22776.1,0.33932,0.24546,0.84888,0.66187,0.50662,0.54449,0.36734,0.86969,0.58271,1.08016,0.003334,0.003334,0.003334
204,22887.8,0.33659,0.24285,0.84708,0.67101,0.50674,0.54512,0.36748,0.8707,0.58288,1.08129,0.003301,0.003301,0.003301
205,23000.4,0.33993,0.24606,0.84937,0.66781,0.50547,0.5445,0.36711,0.87212,0.58364,1.08258,0.003268,0.003268,0.003268
206,23111.8,0.3314,0.24172,0.84619,0.65189,0.5119,0.54368,0.36757,0.8715,0.58417,1.08234,0.003235,0.003235,0.003235
207,23224.5,0.33688,0.2455,0.84921,0.64488,0.51061,0.54096,0.36639,0.87106,0.58418,1.08225,0.003202,0.003202,0.003202
208,23336.2,0.33267,0.24059,0.84548,0.65856,0.50771,0.54121,0.36511,0.87023,0.58454,1.08098,0.003169,0.003169,0.003169
209,23448.7,0.33266,0.24246,0.84811,0.6508,0.50543,0.54102,0.36519,0.87076,0.58375,1.08125,0.003136,0.003136,0.003136
210,23560.4,0.33234,0.24112,0.84515,0.63854,0.51215,0.54148,0.36509,0.87061,0.58363,1.08157,0.003103,0.003103,0.003103
211,23672.9,0.32813,0.2399,0.84372,0.65827,0.50955,0.54128,0.36431,0.87073,0.58499,1.08103,0.00307,0.00307,0.00307
212,23784.7,0.33281,0.24139,0.84683,0.65176,0.51366,0.54061,0.36393,0.8699,0.58465,1.08079,0.003037,0.003037,0.003037
213,23897.4,0.33236,0.24089,0.84625,0.64842,0.51286,0.53989,0.36373,0.87009,0.58451,1.08084,0.003004,0.003004,0.003004
214,24009.2,0.3303,0.23869,0.84439,0.65587,0.51139,0.54174,0.36387,0.87004,0.58162,1.0802,0.002971,0.002971,0.002971
215,24121.9,0.33049,0.24131,0.8439,0.65737,0.51306,0.54286,0.36488,0.8693,0.58081,1.07951,0.002938,0.002938,0.002938
216,24233.7,0.32827,0.23873,0.84462,0.661,0.5088,0.5432,0.36541,0.87037,0.58015,1.08061,0.002905,0.002905,0.002905
217,24346.1,0.32868,0.23844,0.84579,0.66055,0.50867,0.54233,0.36546,0.86968,0.57992,1.07967,0.002872,0.002872,0.002872
218,24458.1,0.32813,0.23822,0.8469,0.66125,0.50579,0.54308,0.36583,0.86874,0.57955,1.07949,0.002839,0.002839,0.002839
219,24570.8,0.3257,0.23816,0.84497,0.67121,0.50623,0.54441,0.36715,0.86853,0.57931,1.07946,0.002806,0.002806,0.002806
220,24682.3,0.32451,0.23793,0.84169,0.67985,0.50544,0.54482,0.3677,0.86809,0.57805,1.07924,0.002773,0.002773,0.002773
221,24794.9,0.32405,0.23465,0.84482,0.67375,0.50815,0.54622,0.36878,0.86871,0.57759,1.07985,0.00274,0.00274,0.00274
222,24906.5,0.32805,0.23657,0.84435,0.66454,0.51079,0.54755,0.36896,0.86862,0.57665,1.07983,0.002707,0.002707,0.002707
223,25019,0.32399,0.2357,0.84291,0.66274,0.51476,0.54628,0.3676,0.86796,0.57631,1.07916,0.002674,0.002674,0.002674
224,25130.8,0.33027,0.23913,0.84618,0.66353,0.51114,0.54642,0.36765,0.86727,0.57571,1.07921,0.002641,0.002641,0.002641
225,25243.2,0.31621,0.23081,0.83932,0.65994,0.51215,0.54615,0.36855,0.86822,0.57561,1.08028,0.002608,0.002608,0.002608
226,25354.7,0.32424,0.23427,0.84481,0.6585,0.51089,0.54758,0.36885,0.86866,0.57647,1.08069,0.002575,0.002575,0.002575
227,25467.2,0.32461,0.2328,0.84435,0.64492,0.51642,0.54735,0.36854,0.86873,0.5771,1.08107,0.002542,0.002542,0.002542
228,25578.9,0.32154,0.23252,0.8403,0.65314,0.51468,0.54609,0.36886,0.86857,0.57763,1.08101,0.002509,0.002509,0.002509
229,25691.5,0.31922,0.23169,0.84365,0.65482,0.51556,0.54678,0.36795,0.86768,0.5774,1.08058,0.002476,0.002476,0.002476
230,25802.9,0.32468,0.23491,0.84473,0.65362,0.51825,0.54731,0.36837,0.86685,0.57683,1.08003,0.002443,0.002443,0.002443
231,25915.4,0.32235,0.23491,0.84253,0.65781,0.51569,0.5468,0.36803,0.86659,0.57651,1.07983,0.00241,0.00241,0.00241
232,26027.1,0.31746,0.22868,0.84052,0.65732,0.51477,0.54715,0.36792,0.86637,0.57615,1.07978,0.002377,0.002377,0.002377
233,26139.6,0.32013,0.24425,0.84505,0.66019,0.51448,0.54796,0.368,0.86644,0.57691,1.08004,0.002344,0.002344,0.002344
234,26251.5,0.31353,0.22823,0.83892,0.6493,0.52474,0.55009,0.36821,0.86626,0.57558,1.07967,0.002311,0.002311,0.002311
235,26364.1,0.31409,0.22694,0.83951,0.64895,0.52773,0.54863,0.36788,0.86606,0.57525,1.07963,0.002278,0.002278,0.002278
236,26475.7,0.31241,0.22766,0.83884,0.64998,0.52825,0.54899,0.36784,0.8663,0.57544,1.07992,0.002245,0.002245,0.002245
237,26588.2,0.31778,0.26317,0.84386,0.64834,0.52586,0.54849,0.36842,0.86595,0.57548,1.07974,0.002212,0.002212,0.002212
238,26700,0.30838,0.22606,0.83793,0.64906,0.52485,0.54777,0.36879,0.86622,0.57545,1.08041,0.002179,0.002179,0.002179
239,26812.5,0.30074,0.21935,0.83361,0.65028,0.52031,0.54713,0.36869,0.86637,0.57609,1.08052,0.002146,0.002146,0.002146
240,26924,0.30925,0.22653,0.83812,0.63725,0.52594,0.54665,0.36894,0.86585,0.57602,1.08,0.002113,0.002113,0.002113
241,27036.4,0.30253,0.22034,0.83561,0.63702,0.52567,0.54764,0.36915,0.8655,0.57575,1.07965,0.00208,0.00208,0.00208
242,27147.9,0.30576,0.22101,0.83729,0.64315,0.51895,0.54734,0.3695,0.86563,0.57578,1.07977,0.002047,0.002047,0.002047
243,27260.7,0.31046,0.2262,0.83756,0.64262,0.51688,0.54793,0.36997,0.86526,0.57634,1.07944,0.002014,0.002014,0.002014
244,27372.3,0.30679,0.22231,0.83607,0.64851,0.51313,0.54756,0.3705,0.86453,0.57575,1.07876,0.001981,0.001981,0.001981
245,27484.8,0.30346,0.22078,0.83706,0.6521,0.51577,0.5492,0.37052,0.86384,0.57452,1.07825,0.001948,0.001948,0.001948
246,27596.3,0.30814,0.22396,0.83954,0.65487,0.51556,0.54977,0.37078,0.8637,0.57436,1.0779,0.001915,0.001915,0.001915
247,27708.6,0.30304,0.22297,0.83836,0.65548,0.51644,0.55021,0.37109,0.86372,0.57426,1.07802,0.001882,0.001882,0.001882
248,27820,0.2969,0.219,0.83569,0.65402,0.51814,0.55111,0.37096,0.86381,0.57398,1.07798,0.001849,0.001849,0.001849
249,27932.3,0.30592,0.22296,0.83684,0.6686,0.51574,0.5521,0.37157,0.86386,0.57408,1.07799,0.001816,0.001816,0.001816
250,28043.7,0.30349,0.22265,0.8388,0.66088,0.52211,0.55418,0.37152,0.86349,0.57411,1.07775,0.001783,0.001783,0.001783
251,28156.2,0.29542,0.21589,0.83463,0.6523,0.52391,0.55379,0.37112,0.86381,0.57404,1.07793,0.00175,0.00175,0.00175
252,28267.6,0.30019,0.21733,0.83499,0.65454,0.52337,0.55411,0.37034,0.86389,0.57419,1.07799,0.001717,0.001717,0.001717
253,28379.8,0.29412,0.21493,0.83257,0.64946,0.52379,0.55443,0.37065,0.8641,0.5742,1.07834,0.001684,0.001684,0.001684
254,28491.3,0.29944,0.21704,0.8321,0.64411,0.52178,0.55477,0.37072,0.8641,0.57418,1.0784,0.001651,0.001651,0.001651
255,28603.7,0.29906,0.21732,0.83418,0.66943,0.5203,0.55471,0.37071,0.86395,0.57431,1.07854,0.001618,0.001618,0.001618
256,28715.3,0.29914,0.21596,0.83724,0.67237,0.51952,0.55463,0.37042,0.86416,0.5745,1.07883,0.001585,0.001585,0.001585
257,28827.7,0.29708,0.21753,0.83448,0.68078,0.51934,0.55481,0.3708,0.86439,0.57472,1.07903,0.001552,0.001552,0.001552
258,28939.1,0.29454,0.21195,0.83243,0.68594,0.51928,0.55536,0.37047,0.86444,0.57496,1.07914,0.001519,0.001519,0.001519
259,29051.3,0.29678,0.21586,0.83537,0.69709,0.51604,0.55544,0.371,0.86431,0.57501,1.07884,0.001486,0.001486,0.001486
260,29162.7,0.29666,0.21496,0.83556,0.6955,0.51481,0.55508,0.37102,0.86428,0.57536,1.07876,0.001453,0.001453,0.001453
261,29275.1,0.29843,0.21737,0.8351,0.69633,0.51561,0.55511,0.37103,0.86429,0.57573,1.0789,0.00142,0.00142,0.00142
262,29386.5,0.29102,0.2121,0.83318,0.69807,0.51752,0.55508,0.37081,0.86442,0.57546,1.07905,0.001387,0.001387,0.001387
263,29498.7,0.28869,0.20956,0.83093,0.68647,0.51863,0.55483,0.37102,0.86448,0.57559,1.07916,0.001354,0.001354,0.001354
264,29609.9,0.29077,0.21039,0.83036,0.69281,0.51985,0.55614,0.37102,0.86453,0.5758,1.07913,0.001321,0.001321,0.001321
265,29722.2,0.29495,0.21385,0.83094,0.68761,0.51978,0.55629,0.37108,0.86457,0.57566,1.07917,0.001288,0.001288,0.001288
266,29833.6,0.29051,0.21283,0.83114,0.68312,0.51828,0.55533,0.37092,0.86434,0.57544,1.07915,0.001255,0.001255,0.001255
267,29946,0.28987,0.20828,0.83303,0.68794,0.51798,0.55555,0.37123,0.86422,0.57557,1.07917,0.001222,0.001222,0.001222
268,30057.5,0.28776,0.21006,0.83167,0.68886,0.51738,0.55526,0.37102,0.86421,0.57545,1.07926,0.001189,0.001189,0.001189
269,30170,0.28422,0.20709,0.83178,0.69218,0.51757,0.55557,0.37121,0.86419,0.57574,1.0794,0.001156,0.001156,0.001156
270,30281.2,0.28668,0.20899,0.82887,0.69008,0.51586,0.55416,0.37105,0.86408,0.57621,1.07931,0.001123,0.001123,0.001123
271,30393.7,0.28664,0.20665,0.82939,0.69537,0.51408,0.55403,0.37083,0.86358,0.57637,1.07885,0.00109,0.00109,0.00109
272,30505,0.28174,0.20627,0.83005,0.70904,0.50817,0.55384,0.37078,0.86345,0.57657,1.07883,0.001057,0.001057,0.001057
273,30617.2,0.27883,0.20461,0.82739,0.70925,0.50755,0.55371,0.37054,0.86358,0.5768,1.07898,0.001024,0.001024,0.001024
274,30728.6,0.28635,0.20717,0.82912,0.70688,0.50752,0.55319,0.37033,0.86359,0.57711,1.07895,0.000991,0.000991,0.000991
275,30840.9,0.28523,0.20687,0.82993,0.70857,0.50791,0.55304,0.37031,0.86353,0.57733,1.07895,0.000958,0.000958,0.000958
276,30952.2,0.29078,0.21155,0.83342,0.69409,0.50987,0.55377,0.37057,0.86341,0.57759,1.07891,0.000925,0.000925,0.000925
277,31064.7,0.28154,0.20572,0.82882,0.6942,0.50982,0.55339,0.37015,0.86327,0.57761,1.07878,0.000892,0.000892,0.000892
278,31176.3,0.28302,0.20557,0.82849,0.689,0.51175,0.55361,0.37006,0.86311,0.57772,1.07868,0.000859,0.000859,0.000859
279,31288.8,0.28182,0.20324,0.82757,0.68587,0.51207,0.55356,0.36999,0.8632,0.57783,1.07874,0.000826,0.000826,0.000826
280,31400.1,0.28141,0.20407,0.83069,0.69067,0.5127,0.55406,0.36971,0.86273,0.57766,1.07803,0.000793,0.000793,0.000793
281,31512.5,0.27745,0.20167,0.82607,0.68939,0.51028,0.55384,0.36958,0.86267,0.57769,1.07808,0.00076,0.00076,0.00076
282,31623.9,0.27941,0.20275,0.82852,0.68596,0.51247,0.55377,0.36951,0.86254,0.57778,1.07799,0.000727,0.000727,0.000727
283,31736.3,0.2802,0.20311,0.82995,0.68759,0.51087,0.55393,0.36998,0.86271,0.57793,1.07811,0.000694,0.000694,0.000694
284,31847.7,0.27715,0.2018,0.82865,0.68796,0.51083,0.554,0.37046,0.86322,0.57798,1.07878,0.000661,0.000661,0.000661
285,31960.1,0.27795,0.20182,0.82793,0.68806,0.51123,0.55379,0.37035,0.8632,0.57804,1.07882,0.000628,0.000628,0.000628
286,32071.5,0.27557,0.20031,0.82775,0.68742,0.51166,0.55386,0.37019,0.8631,0.57804,1.0788,0.000595,0.000595,0.000595
287,32183.9,0.27619,0.20146,0.82651,0.68853,0.51223,0.55465,0.37024,0.86247,0.57799,1.07807,0.000562,0.000562,0.000562
288,32295.6,0.2711,0.19704,0.82559,0.6864,0.51192,0.55356,0.37034,0.86247,0.5781,1.07807,0.000529,0.000529,0.000529
289,32407.9,0.27445,0.19953,0.82884,0.68608,0.51179,0.55377,0.37029,0.86243,0.57821,1.07811,0.000496,0.000496,0.000496
290,32519.3,0.27025,0.19732,0.82452,0.68376,0.51124,0.55479,0.37037,0.86242,0.5783,1.07811,0.000463,0.000463,0.000463
291,32641.4,0.69981,0.42877,0.97084,0.692,0.51149,0.55595,0.3702,0.86223,0.57834,1.07811,0.00043,0.00043,0.00043
292,32752.2,0.69764,0.4281,0.96562,0.69477,0.51161,0.55604,0.37057,0.86206,0.57822,1.07795,0.000397,0.000397,0.000397
293,32864.1,0.68476,0.43175,0.95919,0.69538,0.51192,0.55612,0.37024,0.86191,0.5782,1.07786,0.000364,0.000364,0.000364
294,32975,0.68423,0.41713,0.96043,0.68876,0.51344,0.5563,0.37061,0.86174,0.57816,1.07783,0.000331,0.000331,0.000331
295,33087.1,0.68489,0.4168,0.96029,0.6904,0.51408,0.55645,0.37081,0.86151,0.57808,1.07765,0.000298,0.000298,0.000298
296,33197.9,0.68886,0.42316,0.95558,0.68705,0.51422,0.55627,0.37097,0.8613,0.57794,1.07759,0.000265,0.000265,0.000265
297,33309.9,0.68284,0.4152,0.95975,0.68717,0.51433,0.55618,0.37096,0.86103,0.57809,1.07743,0.000232,0.000232,0.000232
298,33420.9,0.6804,0.41337,0.95588,0.6889,0.51417,0.55571,0.37099,0.86086,0.57799,1.0774,0.000199,0.000199,0.000199
299,33532.7,0.67582,0.40937,0.9542,0.69129,0.51533,0.55582,0.37101,0.86073,0.5778,1.07738,0.000166,0.000166,0.000166
300,33643.7,0.68329,0.4223,0.95761,0.69618,0.51346,0.55603,0.37124,0.86049,0.57765,1.07723,0.000133,0.000133,0.000133
