epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,21114.6,0.33402,0.24426,0.84236,0.60415,0.48064,0.50543,0.34461,0.88748,0.61337,1.0794,0.003796,0.003796,0.003796
190,21225.9,0.34408,0.25197,0.84606,0.60743,0.48499,0.50726,0.34486,0.88694,0.61288,1.07859,0.003763,0.003763,0.003763
191,21338.1,0.34264,0.24972,0.84389,0.60272,0.49049,0.50754,0.3447,0.88848,0.61427,1.07873,0.00373,0.00373,0.00373
192,21449.2,0.33881,0.24823,0.84283,0.60874,0.48419,0.50861,0.3435,0.89012,0.61612,1.0804,0.003697,0.003697,0.003697
193,21561.4,0.34035,0.24895,0.84363,0.61853,0.4773,0.51036,0.34509,0.89116,0.61695,1.08029,0.003664,0.003664,0.003664
194,21672.6,0.33927,0.24715,0.84471,0.60523,0.48171,0.50928,0.34467,0.8918,0.61725,1.08142,0.003631,0.003631,0.003631
195,21784.6,0.34053,0.24816,0.84428,0.60916,0.47634,0.50776,0.34435,0.89069,0.61803,1.07979,0.003598,0.003598,0.003598
196,21895.7,0.34195,0.24966,0.84279,0.60473,0.47616,0.50787,0.34377,0.89004,0.61745,1.07902,0.003565,0.003565,0.003565
197,22007.7,0.34034,0.24966,0.84618,0.60669,0.47484,0.50674,0.34382,0.89002,0.61629,1.0799,0.003532,0.003532,0.003532
198,22118.9,0.33837,0.24722,0.84421,0.59637,0.47981,0.50653,0.34296,0.88913,0.61517,1.07968,0.003499,0.003499,0.003499
199,22231,0.33315,0.24469,0.84265,0.60169,0.47007,0.50609,0.34376,0.88981,0.61566,1.08033,0.003466,0.003466,0.003466
200,22342,0.33447,0.24556,0.84457,0.63916,0.46547,0.5064,0.34407,0.88992,0.61739,1.08121,0.003433,0.003433,0.003433
201,22454.2,0.34184,0.24852,0.84675,0.63112,0.46776,0.5082,0.34427,0.88865,0.61671,1.0799,0.0034,0.0034,0.0034
202,22565.5,0.33459,0.24447,0.8415,0.6217,0.46841,0.50556,0.34318,0.88752,0.61563,1.07999,0.003367,0.003367,0.003367
203,22677.5,0.33634,0.24576,0.84547,0.5966,0.47994,0.50595,0.34299,0.88746,0.61422,1.08017,0.003334,0.003334,0.003334
204,22788.6,0.33997,0.24702,0.84602,0.60549,0.47734,0.50471,0.34182,0.88772,0.61471,1.08062,0.003301,0.003301,0.003301
205,22900.7,0.33558,0.24534,0.8426,0.61378,0.47831,0.50552,0.34268,0.88834,0.61473,1.08073,0.003268,0.003268,0.003268
206,23012,0.32809,0.24046,0.84191,0.59335,0.48587,0.50592,0.34303,0.88799,0.61425,1.08053,0.003235,0.003235,0.003235
207,23124.2,0.33166,0.24242,0.84286,0.56764,0.48578,0.50545,0.34295,0.88788,0.61397,1.07953,0.003202,0.003202,0.003202
208,23235.4,0.32754,0.23913,0.83987,0.67872,0.44848,0.50574,0.34252,0.88877,0.61466,1.08039,0.003169,0.003169,0.003169
209,23347.6,0.32856,0.24109,0.83959,0.67289,0.45081,0.50586,0.34292,0.88912,0.61488,1.08029,0.003136,0.003136,0.003136
210,23458.9,0.3257,0.2372,0.83998,0.67275,0.44884,0.50633,0.34236,0.88985,0.61618,1.08026,0.003103,0.003103,0.003103
211,23570.9,0.32305,0.23689,0.83806,0.67171,0.45141,0.5079,0.34358,0.88906,0.61399,1.0794,0.00307,0.00307,0.00307
212,23682.2,0.32431,0.23614,0.83865,0.60423,0.46967,0.50784,0.34381,0.88922,0.61377,1.07978,0.003037,0.003037,0.003037
213,23794.3,0.3294,0.24072,0.84381,0.58,0.48349,0.50738,0.34379,0.8893,0.61488,1.08009,0.003004,0.003004,0.003004
214,23905.6,0.32412,0.23648,0.83902,0.58594,0.48068,0.50849,0.34335,0.89007,0.61429,1.08091,0.002971,0.002971,0.002971
215,24017.7,0.32589,0.23751,0.84129,0.58623,0.47791,0.50795,0.34328,0.8899,0.61413,1.08114,0.002938,0.002938,0.002938
216,24128.8,0.32926,0.23827,0.8418,0.5918,0.4881,0.50874,0.34392,0.8891,0.61402,1.0805,0.002905,0.002905,0.002905
217,24241,0.32431,0.23721,0.83801,0.59045,0.49121,0.50945,0.34429,0.88897,0.61499,1.08058,0.002872,0.002872,0.002872
218,24352.3,0.32483,0.23832,0.84049,0.60224,0.48903,0.51148,0.34516,0.8892,0.61456,1.08125,0.002839,0.002839,0.002839
219,24464.6,0.32508,0.2354,0.83808,0.59135,0.49231,0.51197,0.34644,0.88943,0.61356,1.08155,0.002806,0.002806,0.002806
220,24575.9,0.32437,0.23721,0.83908,0.59475,0.49338,0.51325,0.34698,0.88932,0.61332,1.08112,0.002773,0.002773,0.002773
221,24688,0.31853,0.23294,0.83758,0.60322,0.49661,0.51413,0.34702,0.88997,0.61254,1.08146,0.00274,0.00274,0.00274
222,24799.2,0.32354,0.23293,0.8397,0.60918,0.49661,0.51429,0.34676,0.89022,0.61184,1.08148,0.002707,0.002707,0.002707
223,24911.2,0.32332,0.23471,0.83743,0.58673,0.5004,0.51366,0.34601,0.89055,0.61098,1.08179,0.002674,0.002674,0.002674
224,25022.4,0.31817,0.23228,0.83837,0.59277,0.49785,0.51441,0.34735,0.89073,0.61042,1.08184,0.002641,0.002641,0.002641
225,25134.6,0.31969,0.23172,0.83753,0.60953,0.49428,0.51599,0.34837,0.89052,0.61048,1.08142,0.002608,0.002608,0.002608
226,25245.9,0.32004,0.23213,0.83607,0.59113,0.49779,0.5147,0.34763,0.88977,0.60944,1.08107,0.002575,0.002575,0.002575
227,25357.9,0.31617,0.23127,0.83556,0.60548,0.49312,0.51499,0.34722,0.88938,0.60869,1.08058,0.002542,0.002542,0.002542
228,25469.1,0.32063,0.23027,0.83711,0.61106,0.49064,0.51523,0.34661,0.88937,0.6088,1.08045,0.002509,0.002509,0.002509
229,25581.3,0.3164,0.23,0.83713,0.60731,0.49213,0.51498,0.34687,0.88935,0.60887,1.08029,0.002476,0.002476,0.002476
230,25692.5,0.31522,0.22742,0.83766,0.60492,0.49817,0.51441,0.34721,0.88921,0.60885,1.08002,0.002443,0.002443,0.002443
231,25804.7,0.31765,0.22911,0.83926,0.59729,0.4966,0.51398,0.34748,0.88936,0.60935,1.08,0.00241,0.00241,0.00241
232,25915.9,0.31158,0.22721,0.83619,0.59633,0.4931,0.51336,0.34699,0.88945,0.6096,1.08037,0.002377,0.002377,0.002377
233,26028,0.31009,0.2256,0.83485,0.59493,0.4934,0.51358,0.34671,0.88979,0.61002,1.08043,0.002344,0.002344,0.002344
234,26139.2,0.30996,0.22454,0.83272,0.6211,0.48946,0.5132,0.34709,0.89034,0.61005,1.08118,0.002311,0.002311,0.002311
235,26251.2,0.30877,0.22541,0.83367,0.62605,0.48737,0.51324,0.34738,0.89047,0.61028,1.08113,0.002278,0.002278,0.002278
236,26362.4,0.30374,0.22188,0.83341,0.62387,0.48552,0.51341,0.34783,0.89024,0.60995,1.08099,0.002245,0.002245,0.002245
237,26474.6,0.30476,0.22371,0.83403,0.63576,0.48045,0.51391,0.34741,0.88902,0.60921,1.08021,0.002212,0.002212,0.002212
238,26585.7,0.30335,0.22176,0.83262,0.66536,0.471,0.51383,0.34711,0.88817,0.60837,1.07966,0.002179,0.002179,0.002179
239,26697.8,0.30188,0.2201,0.83153,0.66164,0.47065,0.51358,0.34696,0.88786,0.60823,1.07972,0.002146,0.002146,0.002146
240,26809.1,0.30534,0.22254,0.83371,0.62641,0.47992,0.51276,0.34726,0.8873,0.60832,1.07943,0.002113,0.002113,0.002113
241,26921.2,0.30572,0.22311,0.83372,0.67713,0.46305,0.51414,0.34745,0.88731,0.60778,1.07974,0.00208,0.00208,0.00208
242,27032.4,0.30463,0.22259,0.83506,0.67512,0.46685,0.51489,0.3473,0.88712,0.60737,1.07972,0.002047,0.002047,0.002047
243,27144.5,0.30772,0.22372,0.83373,0.66706,0.4671,0.51514,0.34822,0.8869,0.60771,1.07956,0.002014,0.002014,0.002014
244,27255.8,0.30932,0.22493,0.83467,0.66563,0.4707,0.51462,0.34835,0.88609,0.60751,1.07851,0.001981,0.001981,0.001981
245,27367.9,0.30252,0.21894,0.83253,0.66118,0.47581,0.51568,0.34853,0.8861,0.60753,1.0785,0.001948,0.001948,0.001948
246,27479.2,0.30037,0.21939,0.83391,0.66491,0.47596,0.51504,0.34869,0.88609,0.60744,1.07866,0.001915,0.001915,0.001915
247,27591.3,0.29991,0.21803,0.83182,0.66518,0.47545,0.51559,0.34831,0.88657,0.60753,1.07935,0.001882,0.001882,0.001882
248,27702.5,0.2976,0.21683,0.83081,0.68154,0.47157,0.516,0.34857,0.887,0.60701,1.07989,0.001849,0.001849,0.001849
249,27814.6,0.29892,0.2179,0.83143,0.67468,0.47053,0.51545,0.3488,0.88698,0.60754,1.08006,0.001816,0.001816,0.001816
250,27925.9,0.30162,0.2169,0.83211,0.67581,0.46876,0.51551,0.34848,0.88702,0.60709,1.08012,0.001783,0.001783,0.001783
251,28038,0.29522,0.21496,0.8291,0.6751,0.46949,0.51581,0.34905,0.88678,0.6076,1.07997,0.00175,0.00175,0.00175
252,28149.2,0.29453,0.21424,0.82936,0.67576,0.47038,0.51575,0.34826,0.88675,0.60719,1.08014,0.001717,0.001717,0.001717
253,28261.3,0.29177,0.21483,0.83004,0.66527,0.47074,0.51599,0.34803,0.88668,0.60679,1.08011,0.001684,0.001684,0.001684
254,28372.5,0.29425,0.21403,0.83031,0.6719,0.47267,0.5177,0.34845,0.88677,0.60628,1.08013,0.001651,0.001651,0.001651
255,28484.6,0.29949,0.21836,0.8314,0.66876,0.47247,0.51805,0.34875,0.88668,0.60577,1.08008,0.001618,0.001618,0.001618
256,28595.7,0.29259,0.21336,0.82822,0.65439,0.47651,0.51818,0.34916,0.88682,0.60603,1.08031,0.001585,0.001585,0.001585
257,28707.8,0.29056,0.21144,0.82857,0.643,0.47895,0.51919,0.34935,0.88672,0.60624,1.08028,0.001552,0.001552,0.001552
258,28819.1,0.28651,0.20816,0.82492,0.63418,0.48207,0.51991,0.34969,0.88665,0.60645,1.08036,0.001519,0.001519,0.001519
259,28931.1,0.29523,0.21233,0.8307,0.63373,0.48603,0.51968,0.34968,0.88657,0.60618,1.08018,0.001486,0.001486,0.001486
260,29042.3,0.2892,0.21168,0.82861,0.63687,0.48431,0.51887,0.3497,0.88647,0.60602,1.08007,0.001453,0.001453,0.001453
261,29154.4,0.29093,0.2121,0.83143,0.63369,0.48521,0.51825,0.3497,0.88634,0.60596,1.07989,0.00142,0.00142,0.00142
262,29265.6,0.29032,0.21221,0.83148,0.63769,0.48551,0.51946,0.35006,0.88646,0.60555,1.08016,0.001387,0.001387,0.001387
263,29377.8,0.2865,0.20923,0.82704,0.63105,0.48645,0.51945,0.35006,0.88641,0.60521,1.08031,0.001354,0.001354,0.001354
264,29489,0.28541,0.20774,0.82657,0.62286,0.49326,0.51952,0.35007,0.88638,0.6053,1.08041,0.001321,0.001321,0.001321
265,29601.1,0.28568,0.20835,0.82516,0.62609,0.49178,0.51929,0.34987,0.88646,0.60503,1.08042,0.001288,0.001288,0.001288
266,29712.4,0.28611,0.20846,0.82856,0.6288,0.49195,0.51996,0.35001,0.88642,0.6048,1.08055,0.001255,0.001255,0.001255
267,29824.5,0.28729,0.20993,0.82885,0.62094,0.49489,0.5197,0.35026,0.88628,0.60477,1.08081,0.001222,0.001222,0.001222
268,29935.7,0.28716,0.20791,0.82669,0.62944,0.49185,0.51992,0.35029,0.88573,0.60527,1.08043,0.001189,0.001189,0.001189
269,30047.8,0.27919,0.20361,0.82513,0.63218,0.49112,0.51911,0.35005,0.88546,0.60542,1.08026,0.001156,0.001156,0.001156
270,30159,0.28162,0.20601,0.82687,0.63004,0.48826,0.51901,0.35007,0.88511,0.60527,1.08016,0.001123,0.001123,0.001123
271,30271.2,0.28283,0.20619,0.82533,0.63179,0.49008,0.51867,0.34989,0.88493,0.605,1.08015,0.00109,0.00109,0.00109
272,30382.3,0.27735,0.20385,0.82691,0.63249,0.49244,0.51891,0.34987,0.88492,0.60497,1.08007,0.001057,0.001057,0.001057
273,30494.3,0.27684,0.20229,0.8238,0.62455,0.49292,0.51877,0.35028,0.88517,0.60506,1.08007,0.001024,0.001024,0.001024
274,30605.6,0.28445,0.20654,0.82596,0.61862,0.49441,0.5191,0.35039,0.88479,0.60501,1.07956,0.000991,0.000991,0.000991
275,30717.7,0.28166,0.20422,0.82519,0.61119,0.49605,0.51851,0.35064,0.88492,0.60511,1.07957,0.000958,0.000958,0.000958
276,30828.9,0.2829,0.20588,0.82615,0.60603,0.49665,0.51829,0.35082,0.88493,0.60536,1.07957,0.000925,0.000925,0.000925
277,30941,0.27451,0.20104,0.82488,0.60653,0.49752,0.51831,0.35078,0.88488,0.60572,1.07957,0.000892,0.000892,0.000892
278,31052.2,0.27974,0.20566,0.82603,0.60784,0.49789,0.51832,0.35056,0.88479,0.60605,1.07963,0.000859,0.000859,0.000859
279,31164.2,0.27803,0.20327,0.82481,0.60927,0.49999,0.51822,0.35061,0.88468,0.60639,1.07963,0.000826,0.000826,0.000826
280,31275.3,0.27312,0.20076,0.8234,0.61264,0.49793,0.51805,0.35038,0.88466,0.60669,1.07962,0.000793,0.000793,0.000793
281,31387.3,0.27705,0.20195,0.82436,0.61219,0.49642,0.51819,0.35083,0.88449,0.60681,1.07935,0.00076,0.00076,0.00076
282,31498.4,0.27739,0.2022,0.82569,0.61279,0.49648,0.51815,0.35064,0.88436,0.607,1.07919,0.000727,0.000727,0.000727
283,31610.5,0.27523,0.20126,0.82528,0.61635,0.49496,0.51817,0.35083,0.8843,0.60684,1.07917,0.000694,0.000694,0.000694
284,31721.8,0.27275,0.19859,0.82443,0.61457,0.49599,0.51818,0.35091,0.88424,0.60669,1.07907,0.000661,0.000661,0.000661
285,31833.9,0.27813,0.20296,0.82534,0.61199,0.49792,0.51811,0.35087,0.88402,0.60664,1.07876,0.000628,0.000628,0.000628
286,31945.1,0.27388,0.19848,0.8229,0.61316,0.49792,0.51793,0.35059,0.88403,0.6067,1.07868,0.000595,0.000595,0.000595
287,32057.2,0.27844,0.2016,0.828,0.61441,0.49773,0.5179,0.35084,0.88414,0.60664,1.0788,0.000562,0.000562,0.000562
288,32168.4,0.26921,0.19731,0.82241,0.61323,0.49598,0.51815,0.35081,0.88428,0.60665,1.07888,0.000529,0.000529,0.000529
289,32280.4,0.27227,0.19888,0.82293,0.62716,0.49345,0.51836,0.3507,0.88428,0.60673,1.07887,0.000496,0.000496,0.000496
290,32391.7,0.26353,0.19384,0.82085,0.62738,0.4937,0.51835,0.3508,0.88428,0.60667,1.07883,0.000463,0.000463,0.000463
291,32517.4,0.70663,0.43178,0.96145,0.62593,0.49346,0.51857,0.35079,0.88425,0.60683,1.07884,0.00043,0.00043,0.00043
292,32628.4,0.70537,0.42634,0.95699,0.62583,0.49442,0.51836,0.35112,0.88407,0.60657,1.07862,0.000397,0.000397,0.000397
293,32740,0.6966,0.42163,0.95284,0.62564,0.49301,0.51831,0.35109,0.88386,0.6064,1.07843,0.000364,0.000364,0.000364
294,32850.6,0.69377,0.42145,0.95258,0.62511,0.49133,0.51833,0.35084,0.88373,0.60639,1.07838,0.000331,0.000331,0.000331
295,32962.1,0.68925,0.41358,0.95002,0.62516,0.48809,0.51836,0.35089,0.88346,0.60622,1.07818,0.000298,0.000298,0.000298
296,33072.8,0.6883,0.41191,0.94828,0.62419,0.48708,0.51848,0.35094,0.88329,0.60595,1.07801,0.000265,0.000265,0.000265
297,33184.3,0.68514,0.41194,0.94641,0.6262,0.4869,0.51845,0.35092,0.88299,0.60573,1.07778,0.000232,0.000232,0.000232
298,33295,0.68237,0.40621,0.94526,0.62684,0.48616,0.51816,0.35113,0.88272,0.60553,1.07762,0.000199,0.000199,0.000199
299,33406.5,0.68429,0.40845,0.94483,0.62689,0.48672,0.51838,0.35079,0.88242,0.60528,1.07737,0.000166,0.000166,0.000166
300,33517.1,0.68328,0.40828,0.94448,0.62523,0.48778,0.51823,0.35028,0.88222,0.60507,1.07723,0.000133,0.000133,0.000133
